# ----------------------------------------------------------------------------
#  1 / 215 Printsessa_Garmonii.fb2
# ----------------------------------------------------------------------------
 1     44.325 | Серокрылый                     | Принцесса Гармонии
 6      0.738 | LIZARMEN                       | АМК агентство магических катастроф
 7      0.403 | sasha4                         | Темная и Белая жизнь Пробуждение силы
 8      0.386 | В облаках пушистых лапки       | Город на цепи
 9      0.365 | MaitreSerge                    | Окно в Эквестрию
10      0.347 | Dim                            | Сказка о том как умирают города государства
11      0.344 | Valdemar                       | Закон Эквестрии Союз Пяти Фигур
12      0.331 | Дрэкэнг_В_В                    | Обман
13      0.316 | Дарий                          | Война трех знамен
14      0.311 | Archi                          | Hollow Shades
15      0.311 | Inok 9                         | Огненные крылья
16      0.309 | Нестеров                       | Ученик и Мастер Акт первый Змея на пороге дома
17      0.304 | Золотой камень                 | Дьявольский зной
18      0.301 | shadowiq                       | Новое начало
19      0.299 | niklaykin                      | Извилистый путь
20      0.297 | Acco                           | Единая Эквестрия
# ----------------------------------------------------------------------------
#  95 / 215 Printsessa_Selestiya_menyaet_professiy.fb2
# ----------------------------------------------------------------------------
 1     34.582 | Fantom                         | Принцесса Селестия меняет профессию
 2      0.535 | Дядя Витя                      | Искры миров
 3      0.511 | MaitreSerge                    | Окно в Эквестрию
 4      0.429 | Дарий                          | Война трех знамен
 5      0.362 | TopT                           | Понь бледный
 6       0.34 | Дрэкэнг_В_В                    | Обман
 7      0.318 | Fracture                       | Стражи Эквестрии 1 Эпизод V Конец Цикла
 8      0.316 | В облаках пушистых лапки       | Город на цепи
 9      0.313 | Eriol                          | Властелин Колец Содружество это магия
10      0.305 | Avrelia                        | Родные земли
11      0.302 | VIM                            | Влекомые роком
12      0.278 | Нестеров                       | Ученик и Мастер Акт первый Змея на пороге дома
13      0.265 | Ivan_Magregor                  | Апокалипсис рождение Императора
14      0.264 | niklaykin                      | Извилистый путь
15      0.261 | Бабаян                         | Некромантия
16      0.258 | Disen                          | Время любви
17      0.255 | Dim                            | Planescape сказка о леди и рыцаре
18      0.247 | Dozornui                       | FO E Схватка в Разломе
19      0.243 | MadIVIax                       | Песнь Солнца и Луны Чёрный Кристалл
20       0.24 | kasket                         | ЧМ Повседневность
# ----------------------------------------------------------------------------
#  96 / 215 Dikie.fb2
# ----------------------------------------------------------------------------
 1     55.812 | Пчёланчик                      | Дикие
 2      0.372 | Miku                           | Иная Эквестрия Чёрное и белое
 3      0.271 | defklo                         | Fallout Equestria Frozen Shores
 4      0.253 | deep                           | Полярная повесть
 5      0.248 | TopT                           | Понь бледный
 6      0.247 | Isaac                          | Оттенки красного
 7      0.232 | Mister Karter                  | Пересечение миров
 8      0.208 | GORynytch                      | Моя маленькая Твайли искорка изменившая мою жизнь
 9      0.207 | LIZARMEN                       | АМК агентство магических катастроф
10      0.205 | Hamuro                         | История сталкера в Fo E История I
11      0.205 | Dor 3                          | Флаттершай в мэры
12      0.201 | Avrelia                        | Родные земли
13        0.2 | Серокрылый                     | Принцесса Гармонии
14      0.194 | Золотой камень                 | В две нитки
15      0.193 | Acco                           | Единая Эквестрия
16       0.19 | PyatsotChetverty               | My little Sniper Объект 504
17      0.188 | VIM                            | Влекомые роком
18      0.185 | Дрэкэнг_В_В                    | Обман
19      0.179 | niklaykin                      | Извилистый путь
20      0.173 | Eriol                          | Властелин Колец Содружество это магия
# ----------------------------------------------------------------------------
#  97 / 215 Teoriya_khaosa.fb2
# ----------------------------------------------------------------------------
 1     38.746 | devkv                          | Теория хаоса
 2      0.429 | DarkKnight                     | Дорога из желтого кирпича
 3       0.31 | BlaadwinDufo                   | Девочка и Королева
 4      0.239 | TopT                           | Понь бледный
 5      0.199 | Powerful Darkness              | Кровь Пар Сталь
 6      0.192 | shadowiq                       | Новое начало
 7      0.189 | Orc01                          | Спроси пустыню
 8      0.175 | snow-of-changes.txt            | snow-of-changes.txt
 9      0.174 | Dim                            | Planescape сказка о леди и рыцаре
10      0.173 | Лесси Форест                   | Хроники Роя
11      0.161 | Золотой камень                 | Сборник омегаверс драбблов
12      0.154 | VOY Баян                       | Сказки служивого Воя
13       0.14 | Техноягуар                     | Фоллаут Эквестрия Лунные Тени
14       0.14 | Disen                          | Время любви
15      0.134 | В облаках пушистых лапки       | Fallout Equestria Soldiers Of The Dark Ages
16      0.133 | Alex Unknown                   | Хроники одного гвардейца
17      0.129 | chelovekbeznika                | Чёрная метель
18       0.12 | Viktoraito                     | Доктор Дерп
19      0.119 | VIM                            | Влекомые роком
20      0.114 | Angelripper                    | Меткостиратели
# ----------------------------------------------------------------------------
#  98 / 215 Robinzonada_Dante.fb2
# ----------------------------------------------------------------------------
 1     30.732 | Foxundor                       | Робинзонада Данте
 2      0.375 | Золотой камень                 | Сборник омегаверс драбблов
 3      0.351 | Acco                           | Единая Эквестрия
 4      0.348 | Dim                            | Planescape сказка о леди и рыцаре
 5       0.33 | Золотой камень                 | Одна под безмолвным небом
 6      0.324 | В облаках пушистых лапки       | Город на цепи
 7      0.322 | PyatsotChetverty               | My little Sniper Объект 504
 8      0.284 | Pixel_Buster                   | Элементы дружбы
 9      0.265 | niklaykin                      | Извилистый путь
10      0.252 | TopT                           | Понь бледный
11      0.243 | VIM                            | Влекомые роком
12      0.239 | Deus ex Delirium               | Последний древний
13      0.235 | Хризолит                       | Эпоха полночных кошмаров
14      0.224 | MaitreSerge                    | Окно в Эквестрию
15      0.223 | Anonymous                      | Кольцо 3 Реинкарнация Анонимуса Рабочее название
16      0.222 | Золотой камень                 | В две нитки
17      0.217 | grevtsev                       | Чужеземец
18      0.217 | Angelripper                    | Меткостиратели
19      0.216 | Чайн                           | Fallout Equestria Один на миллион Вот идёт грифон
20      0.213 | Orc01                          | Спроси пустыню
# ----------------------------------------------------------------------------
#  99 / 215 Chuzhezemets.fb2
# ----------------------------------------------------------------------------
 1     45.898 | grevtsev                       | Чужеземец
 2      0.816 | Isaac                          | Оттенки красного
 3      0.396 | MrKartofelnayaOchistka         | Странник Путешествие второе Между мирами
 4      0.288 | Alex Unknown                   | Хроники одного гвардейца
 5       0.21 | FaysT                          | Падение во тьму
 6      0.191 | Valdemar                       | Закон Эквестрии Союз Пяти Фигур
 7      0.179 | GORynytch                      | Моя маленькая Твайли искорка изменившая мою жизнь
 8      0.176 | Anonymous                      | Кольцо 3 Реинкарнация Анонимуса Рабочее название
 9      0.168 | LIZARMEN                       | АМК агентство магических катастроф
10       0.16 | defklo                         | Fallout Equestria Frozen Shores
11      0.155 | Moonwhisper                    | Вторая Жизнь том третий примирение с настоящим
12      0.146 | r4zorl1cht                     | Безотцовщина
13      0.144 | Angelripper                    | Меткостиратели
14      0.143 | kasket                         | ЧМ Повседневность
15      0.143 | DarkKnight                     | Радужный Рыцарь
16      0.138 | Техноягуар                     | Фоллаут Эквестрия Лунные Тени
17      0.138 | Дарий                          | Власть одного
18      0.134 | DarkKnight                     | Солнце в рюкзаке
19      0.131 | Бебель                         | Унесенные землянкой
20       0.13 | Пчёланчик                      | Дикие
# ----------------------------------------------------------------------------
#  100 / 215 Sprosi_pustyny.fb2
# ----------------------------------------------------------------------------
 1     50.068 | Orc01                          | Спроси пустыню
 2      0.393 | Powerful Darkness              | Кровь Пар Сталь
 3      0.358 | Золотой камень                 | В две нитки
 4      0.316 | Avrelia                        | Родные земли
 5      0.297 | Holdys                         | Странник
 6      0.271 | Disen                          | Время любви
 7      0.222 | grevtsev                       | Чужеземец
 8      0.216 | TopT                           | Понь бледный
 9      0.205 | shadowiq                       | Новое начало
10      0.185 | Аська_Видт                     | Шанс
11      0.183 | MadHotaru                      | Метка Судьбы
12       0.18 | Eriol                          | Властелин Колец Содружество это магия
13      0.168 | Angelripper                    | Меткостиратели
14      0.166 | Dim                            | Сказка о том как умирают города государства
15      0.159 | DarkKnight                     | Солнце в рюкзаке
16      0.155 | Mister Karter                  | Пересечение миров
17      0.146 | niklaykin                      | Извилистый путь
18      0.141 | snow-of-changes.txt            | snow-of-changes.txt
19      0.141 | devkv                          | Теория хаоса
20      0.134 | BlaadwinDufo                   | Девочка и Королева
# ----------------------------------------------------------------------------
#  101 / 215 Flattershay_v_mery_.fb2
# ----------------------------------------------------------------------------
 1      43.22 | Dor 3                          | Флаттершай в мэры
 2      1.254 | Dor 3                          | Не в метке дело
 3      0.684 | Eriol                          | Властелин Колец Содружество это магия
 4      0.528 | Хризолит                       | Эпоха полночных кошмаров
 5      0.475 | Nox                            | Тяга к знаниям
 6      0.447 | Acco                           | Единая Эквестрия
 7      0.407 | DarkKnight                     | Дорога из желтого кирпича
 8      0.354 | Золотой камень                 | Одна под безмолвным небом
 9      0.349 | Bf109                          | Авиация Эквестрии
10      0.299 | DarkKnight                     | Солнце в рюкзаке
11      0.295 | sasha4                         | Темная и Белая жизнь Пробуждение силы
12       0.29 | shadowiq                       | Новое начало
13      0.278 | Дарий                          | Власть одного
14      0.264 | kasket                         | ЧМ Повседневность
15      0.251 | Krelkin                        | Кандран
16      0.232 | chelovekbeznika                | Чёрная метель
17      0.227 | Angelripper                    | Меткостиратели
18      0.226 | DarkKnight                     | Город Тысячи Мостов
19      0.226 | FudzySparkle                   | Посланник в Эквестрии
20      0.212 | MadIVIax                       | Песнь Солнца и Луны Чёрный Кристалл
# ----------------------------------------------------------------------------
#  102 / 215 Castle_of_Glass.fb2
# ----------------------------------------------------------------------------
 1      51.98 | Archi                          | Castle of Glass
 2      1.525 | Archi                          | Hollow Shades
 3      0.833 | Archi                          | Fallout Equestria Promise
 4      0.422 | Аська_Видт                     | Шанс
 5      0.375 | BlaadwinDufo                   | Девочка и Королева
 6      0.373 | Powerful Darkness              | Кровь Пар Сталь
 7      0.365 | Avrelia                        | Родные земли
 8      0.328 | Moonwhisper                    | Вторая Жизнь том третий примирение с настоящим
 9      0.326 | LegendsOfTheFrost              | Стране нужны паровозы
10      0.305 | GORynytch                      | Моя маленькая Твайли искорка изменившая мою жизнь
11      0.298 | Legion2709                     | Рождение спасительницы
12      0.286 | Золотой камень                 | Сборник омегаверс драбблов
13      0.274 | Orc01                          | Спроси пустыню
14      0.271 | LIZARMEN                       | АМК агентство магических катастроф
15      0.262 | Дарий                          | Война трех знамен
16      0.251 | Золотой камень                 | Одна под безмолвным небом
17       0.25 | Legion2709                     | Песнь Жизни
18      0.249 | devkv                          | Теория хаоса
19      0.246 | Legion2709                     | Я другая
20      0.244 | DarkKnight                     | Город Тысячи Мостов
# ----------------------------------------------------------------------------
#  103 / 215 Elementy_druzhby.fb2
# ----------------------------------------------------------------------------
 1      46.18 | Pixel_Buster                   | Элементы дружбы
 2      0.664 | FudzySparkle                   | Посланник в Эквестрии
 3      0.523 | grevtsev                       | Чужеземец
 4       0.43 | Isaac                          | Оттенки красного
 5      0.417 | shadow478                      | Лицо под маской
 6      0.355 | PyatsotChetverty               | My little Sniper Объект 504
 7      0.336 | Powerful Darkness              | Кровь Пар Сталь
 8      0.322 | sasha4                         | Темная и Белая жизнь Пробуждение силы
 9      0.317 | Dor 3                          | Не в метке дело
10      0.314 | Avrelia                        | Родные земли
11      0.304 | Acco                           | Единая Эквестрия
12      0.302 | Dor 3                          | Флаттершай в мэры
13      0.299 | TopT                           | Понь бледный
14      0.285 | В облаках пушистых лапки       | Город на цепи
15      0.282 | Valdemar                       | Закон Эквестрии Союз Пяти Фигур
16      0.275 | Stamerly Wings                 | The Day When I Found My Phobies
17      0.258 | Cristal_Hard                   | Fallout Equestria Документ Т 600
18      0.254 | Legion2709                     | Рождение спасительницы
19       0.25 | GORynytch                      | Моя маленькая Твайли искорка изменившая мою жизнь
20       0.25 | GorMITYA                       | Проклятый
# ----------------------------------------------------------------------------
#  104 / 215 Krov_Par_Stal_.fb2
# ----------------------------------------------------------------------------
 1     54.793 | Powerful Darkness              | Кровь Пар Сталь
 2      0.268 | devkv                          | Теория хаоса
 3      0.247 | Avrelia                        | Родные земли
 4      0.228 | niklaykin                      | Извилистый путь
 5       0.22 | DarkKnight                     | Радужный Рыцарь
 6      0.193 | Disen                          | Время любви
 7      0.192 | Dozornui                       | FO E Схватка в Разломе
 8      0.175 | Лоренциано                     | Необычное Задание или BlackWood не трогай пони
 9      0.168 | DarkKnight                     | Солнце в рюкзаке
10      0.158 | DarkKnight                     | Город Тысячи Мостов
11      0.154 | Золотой камень                 | Одна под безмолвным небом
12      0.144 | viperserj                      | Игра без счета
13      0.144 | Orc01                          | Спроси пустыню
14      0.142 | Dozornui                       | Траектория падения
15      0.135 | TopT                           | Понь бледный
16      0.131 | LIZARMEN                       | АМК агентство магических катастроф
17       0.13 | Дрэкэнг_В_В                    | Обман
18       0.13 | Valdemar                       | Закон Эквестрии Союз Пяти Фигур
19      0.129 | Дарий                          | Война трех знамен
20      0.128 | T 80U                          | Эквестрия 84
# ----------------------------------------------------------------------------
#  105 / 215 Bresh_mirov.fb2
# ----------------------------------------------------------------------------
 1     40.405 | Artes Septim                   | Брешь миров
 2       0.87 | Artes Septim                   | Тень падших
 3      0.656 | Техноягуар                     | Фоллаут Эквестрия Лунные Тени
 4      0.539 | В облаках пушистых лапки       | Город на цепи
 5      0.458 | Dozornui                       | FO E Схватка в Разломе
 6      0.425 | Acco                           | Единая Эквестрия
 7      0.389 | Mister Karter                  | Пересечение миров
 8       0.35 | Shadowmere                     | Солдаты неба
 9      0.339 | Avrelia                        | Родные земли
10      0.325 | Лесси Форест                   | Хроники Роя
11      0.311 | Eriol                          | Властелин Колец Содружество это магия
12      0.307 | Дарий                          | Война трех знамен
13      0.307 | Isaac                          | Оттенки красного
14      0.299 | Genosse_Mauser                 | Путь к миру
15      0.295 | Dim                            | Сказка о том как умирают города государства
16      0.291 | Reальный пониSkuльптор         | Брони скульптор реальности
17      0.277 | shadow478                      | Лицо под маской
18      0.273 | LeoFox                         | Tannis
19      0.272 | В облаках пушистых лапки       | Fallout Equestria Soldiers Of The Dark Ages
20       0.27 | KleVeR                         | Киберпони
# ----------------------------------------------------------------------------
#  106 / 215 Istoriya_stalkera_v_Fo_E_Istoriya_I_.fb2
# ----------------------------------------------------------------------------
 1     51.427 | Hamuro                         | История сталкера в Fo E История I
 2      0.915 | PyatsotChetverty               | My little Sniper Объект 504
 3       0.67 | Хеллфайр Файр                  | Fallout Equestria Виват Литтлпип
 4      0.469 | Pixel_Buster                   | Элементы дружбы
 5      0.418 | Orc01                          | Спроси пустыню
 6      0.369 | FudzySparkle                   | Посланник в Эквестрии
 7      0.366 | Stamerly Wings                 | The Day When I Found My Phobies
 8      0.366 | Cristal_Hard                   | Fallout Equestria Документ Т 600
 9      0.356 | Anonymous                      | Кольцо 3 Реинкарнация Анонимуса Рабочее название
10      0.349 | Isaac                          | Оттенки красного
11      0.343 | dkarm                          | Торговый дом Зелёная миля
12      0.336 | GORynytch                      | Моя маленькая Твайли искорка изменившая мою жизнь
13      0.334 | dzhaur                         | Гнет Судеб
14      0.313 | sasha4                         | Темная и Белая жизнь Пробуждение силы
15      0.298 | Deus ex Delirium               | Последний древний
16      0.288 | Золотой камень                 | Одна под безмолвным небом
17      0.288 | Reальный пониSkuльптор         | Брони скульптор реальности
18      0.266 | Техноягуар                     | Фоллаут Эквестрия Лунные Тени
19      0.262 | Drakon_ST                      | Дракон из паралельного мира 2 0
20      0.261 | shadow478                      | Лицо под маской
# ----------------------------------------------------------------------------
#  107 / 215 Hollow_Shades.fb2
# ----------------------------------------------------------------------------
 1     52.361 | Archi                          | Hollow Shades
 2      0.873 | Archi                          | Castle of Glass
 3      0.547 | Archi                          | Fallout Equestria Promise
 4       0.45 | Золотой камень                 | Сборник омегаверс драбблов
 5      0.403 | Дарий                          | Война трех знамен
 6      0.398 | Лесси Форест                   | Хроники Роя
 7      0.385 | Shadowmere                     | Солдаты неба
 8      0.316 | Dozornui                       | FO E Схватка в Разломе
 9      0.316 | shadow478                      | Лицо под маской
10      0.305 | Bf109                          | Авиация Эквестрии
11      0.304 | Miku                           | Иная Эквестрия Чёрное и белое
12      0.299 | Avrelia                        | Родные земли
13       0.29 | Powerful Darkness              | Кровь Пар Сталь
14       0.27 | В облаках пушистых лапки       | Город на цепи
15      0.266 | Valdemar                       | Закон Эквестрии Союз Пяти Фигур
16      0.248 | sasha4                         | Темная и Белая жизнь Пробуждение силы
17      0.242 | Dozornui                       | Траектория падения
18      0.241 | PyatsotChetverty               | My little Sniper Объект 504
19      0.241 | Техноягуар                     | Фоллаут Эквестрия Лунные Тени
20       0.24 | LIZARMEN                       | АМК агентство магических катастроф
# ----------------------------------------------------------------------------
#  108 / 215 Chuzhaya_zemlya.fb2
# ----------------------------------------------------------------------------
 1     41.153 | nightdragone                   | Чужая земля
 2      3.894 | nightdragone                   | Защитник
 3      1.979 | nightdragone                   | Небольшая зарисовка из жизни Эквестрии
 4      1.784 | nightdragone                   | Ученица
 5      0.507 | TROVER                         | Математика разума
 6       0.45 | Золотой камень                 | Одна под безмолвным небом
 7      0.427 | deep                           | Полярная повесть
 8       0.41 | Jodi Redlot                    | Дюжина Беллатора
 9      0.398 | В облаках пушистых лапки       | Город на цепи
10      0.392 | Золотой камень                 | В две нитки
11      0.377 | DarkKnight                     | Город Тысячи Мостов
12      0.368 | Лесси Форест                   | Хроники Роя
13      0.362 | Eriol                          | Властелин Колец Содружество это магия
14      0.361 | niklaykin                      | Извилистый путь
15      0.352 | shadowiq                       | Новое начало
16      0.351 | defklo                         | Fallout Equestria Frozen Shores
17      0.332 | Пчёланчик                      | Дикие
18      0.328 | Золотой камень                 | Сборник омегаверс драбблов
19      0.317 | HardwareWitchman               | Семь дней в Коппервилле
20      0.306 | Dozornui                       | Траектория падения
# ----------------------------------------------------------------------------
#  109 / 215 Metka_Sud_by.fb2
# ----------------------------------------------------------------------------
 1     44.586 | MadHotaru                      | Метка Судьбы
 2      0.445 | Shadowmere                     | Солдаты неба
 3      0.368 | Beauty Brass                   | Одной крови
 4      0.344 | deep                           | Полярная повесть
 5      0.333 | Лесси Форест                   | Хроники Роя
 6      0.317 | TopT                           | Понь бледный
 7       0.27 | Furry                          | Магистика
 8      0.241 | LIZARMEN                       | АМК агентство магических катастроф
 9      0.235 | shadowiq                       | Новое начало
10      0.234 | Odd Meat                       | Жидкая тьма
11      0.231 | Powerful Darkness              | Кровь Пар Сталь
12      0.215 | Дарий                          | Война трех знамен
13      0.205 | PyatsotChetverty               | My little Sniper Объект 504
14      0.195 | Dim                            | Сказка о том как умирают города государства
15      0.192 | kasket                         | ЧМ Повседневность
16       0.19 | snow-of-changes.txt            | snow-of-changes.txt
17      0.183 | defklo                         | Fallout Equestria Frozen Shores
18      0.183 | DarkKnight                     | Солнце в рюкзаке
19      0.183 | Anonymous                      | Кольцо 3 Реинкарнация Анонимуса Рабочее название
20       0.18 | Acco                           | Единая Эквестрия
# ----------------------------------------------------------------------------
#  110 / 215 My_little_Sniper_Ob_ekt_504_.fb2
# ----------------------------------------------------------------------------
 1     55.889 | PyatsotChetverty               | My little Sniper Объект 504
 2      0.532 | Pixel_Buster                   | Элементы дружбы
 3      0.507 | Hamuro                         | История сталкера в Fo E История I
 4      0.391 | Valdemar                       | Закон Эквестрии Союз Пяти Фигур
 5      0.387 | HerbSmoker                     | Радужный анабасис
 6       0.38 | Cristal_Hard                   | Fallout Equestria Документ Т 600
 7      0.368 | GORynytch                      | Моя маленькая Твайли искорка изменившая мою жизнь
 8      0.288 | Чайн                           | Fallout Equestria Один на миллион Вот идёт грифон
 9      0.285 | Пчёланчик                      | Дикие
10      0.282 | Золотой камень                 | Эпоха полночных кошмаров Преемники
11      0.281 | sasha4                         | Темная и Белая жизнь Пробуждение силы
12      0.273 | Дарий                          | Власть одного
13       0.27 | Лоренциано                     | My Little Assuming Control или Шаловливые ручонки Шепарда
14      0.259 | Reальный пониSkuльптор         | Брони скульптор реальности
15      0.254 | FudzySparkle                   | Посланник в Эквестрии
16      0.249 | Дарий                          | Война трех знамен
17      0.246 | Техноягуар                     | Фоллаут Эквестрия Лунные Тени
18       0.24 | Avrelia                        | Родные земли
19      0.237 | grevtsev                       | Чужеземец
20      0.236 | Дрэкэнг_В_В                    | Обман
# ----------------------------------------------------------------------------
#  111 / 215 Soldaty_neba.fb2
# ----------------------------------------------------------------------------
 1     44.804 | Shadowmere                     | Солдаты неба
 2      0.557 | В облаках пушистых лапки       | Город на цепи
 3      0.465 | Лесси Форест                   | Хроники Роя
 4      0.452 | Dozornui                       | FO E Схватка в Разломе
 5      0.451 | defklo                         | Fallout Equestria Frozen Shores
 6      0.444 | Mister Karter                  | Пересечение миров
 7      0.429 | В облаках пушистых лапки       | Fallout Equestria Soldiers Of The Dark Ages
 8      0.376 | Bf109                          | Авиация Эквестрии
 9       0.36 | DarkKnight                     | Солнце в рюкзаке
10      0.345 | Dozornui                       | Траектория падения
11      0.316 | LegendsOfTheFrost              | Стране нужны паровозы
12      0.314 | Inok 9                         | Огненные крылья
13      0.313 | deep                           | Полярная повесть
14      0.303 | Valdemar                       | Закон Эквестрии Союз Пяти Фигур
15      0.293 | Дарий                          | Война трех знамен
16      0.291 | HardwareWitchman               | Североморские истории
17       0.28 | Техноягуар                     | Фоллаут Эквестрия Лунные Тени
18      0.274 | viperserj                      | Игра без счета
19      0.267 | Eriol                          | Властелин Колец Содружество это магия
20      0.266 | Archi                          | Hollow Shades
# ----------------------------------------------------------------------------
#  112 / 215 Inaya_Ekvestriya_Chyornoe_i_beloe.fb2
# ----------------------------------------------------------------------------
 1     57.867 | Miku                           | Иная Эквестрия Чёрное и белое
 2      0.333 | Пчёланчик                      | Дикие
 3      0.301 | В облаках пушистых лапки       | Город на цепи
 4      0.248 | shadow478                      | Лицо под маской
 5      0.237 | sasha4                         | Темная и Белая жизнь Пробуждение силы
 6      0.231 | Den fon Hovers                 | Предсказание Ангросса
 7      0.218 | Золотой камень                 | Одна под безмолвным небом
 8      0.211 | Бабаян                         | Некромантия
 9      0.208 | KleVeR                         | Киберпони
10      0.205 | Дарий                          | Война трех знамен
11      0.194 | Hamuro                         | История сталкера в Fo E История I
12      0.193 | LIZARMEN                       | АМК агентство магических катастроф
13      0.179 | Genosse_Mauser                 | Путь к миру
14      0.179 | Anonymous                      | Кольцо 3 Реинкарнация Анонимуса Рабочее название
15      0.172 | Dozornui                       | FO E Схватка в Разломе
16      0.169 | Isaac                          | Оттенки красного
17      0.169 | Violetmoon                     | Золотое солнышко
18      0.165 | shadowiq                       | Новое начало
19      0.163 | Хеллфайр Файр                  | Fallout Equestria Виват Литтлпип
20      0.161 | Bf109                          | Авиация Эквестрии
# ----------------------------------------------------------------------------
#  113 / 215 Put_k_miru.fb2
# ----------------------------------------------------------------------------
 1     51.615 | Genosse_Mauser                 | Путь к миру
 2      0.548 | Серокрылый                     | Принцесса Гармонии
 3      0.522 | FudzySparkle                   | Посланник в Эквестрии
 4      0.507 | defklo                         | Fallout Equestria Frozen Shores
 5       0.49 | В облаках пушистых лапки       | Город на цепи
 6      0.349 | T 80U                          | Эквестрия 84
 7       0.32 | viperserj                      | Игра без счета
 8      0.247 | Dim                            | Сказка о том как умирают города государства
 9      0.234 | Mister Karter                  | Пересечение миров
10      0.227 | В облаках пушистых лапки       | Fallout Equestria Soldiers Of The Dark Ages
11      0.213 | Дарий                          | Война трех знамен
12      0.203 | Isaac                          | Оттенки красного
13      0.202 | Powerful Darkness              | Кровь Пар Сталь
14      0.193 | Alex Unknown                   | Хроники одного гвардейца
15      0.186 | Золотой камень                 | Одна под безмолвным небом
16      0.166 | Eriol                          | Властелин Колец Содружество это магия
17      0.157 | Dozornui                       | FO E Схватка в Разломе
18       0.15 | KleVeR                         | Киберпони
19      0.147 | PyatsotChetverty               | My little Sniper Объект 504
20      0.144 | TopT                           | Понь бледный
# ----------------------------------------------------------------------------
#  114 / 215 Oskolok_proshlogo_Diksdi.fb2
# ----------------------------------------------------------------------------
 1     34.257 | DxD2                           | Осколок прошлого Диксди
 2      2.206 | DxD2                           | Наследие Богини Диксди
 3      1.574 | DxD2                           | Артефактор Эквестрии Диксди
 4      0.518 | Золотой камень                 | Одна под безмолвным небом
 5      0.448 | Acco                           | Единая Эквестрия
 6      0.433 | В облаках пушистых лапки       | Город на цепи
 7       0.43 | snow-of-changes.txt            | snow-of-changes.txt
 8       0.41 | Wergis                         | Fallout New Canterlot
 9       0.41 | DarkKnight                     | Город Тысячи Мостов
10      0.396 | niklaykin                      | Извилистый путь
11      0.357 | Золотой камень                 | Сборник омегаверс драбблов
12      0.355 | Лесси Форест                   | Хроники Роя
13      0.349 | Дарий                          | Война трех знамен
14      0.345 | TopT                           | Понь бледный
15      0.342 | deep                           | Полярная повесть
16      0.338 | Bf109                          | Авиация Эквестрии
17      0.336 | Furry                          | Магистика
18      0.333 | Powerful Darkness              | Кровь Пар Сталь
19       0.33 | Хризолит                       | Эпоха полночных кошмаров
20      0.327 | Avrelia                        | Родные земли
# ----------------------------------------------------------------------------
#  115 / 215 Dvoynaya_Raduga.fb2
# ----------------------------------------------------------------------------
 1     57.236 | GalaxyNews                     | Двойная Радуга
 2      0.451 | Bf109                          | Авиация Эквестрии
 3      0.287 | Artes Septim                   | Тень падших
 4      0.286 | Дрэкэнг_В_В                    | Обман
 5      0.277 | MaitreSerge                    | Окно в Эквестрию
 6      0.276 | defklo                         | Fallout Equestria Frozen Shores
 7       0.23 | Золотой камень                 | Дьявольский зной
 8      0.229 | Acco                           | Единая Эквестрия
 9      0.219 | shadow478                      | Лицо под маской
10      0.216 | MrKartofelnayaOchistka         | Странник Путешествие второе Между мирами
11      0.215 | Eriol                          | Властелин Колец Содружество это магия
12       0.21 | Дарий                          | Власть одного
13      0.209 | sasha4                         | Темная и Белая жизнь Пробуждение силы
14      0.202 | Дарий                          | Война трех знамен
15      0.202 | Angelripper                    | Меткостиратели
16      0.195 | ArcaneTesla                    | Fallout Equestria Science and pain
17      0.194 | Лесси Форест                   | Хроники Роя
18      0.177 | Hamuro                         | История сталкера в Fo E История I
19       0.17 | В облаках пушистых лапки       | Город на цепи
20       0.17 | Ivan_Magregor                  | Апокалипсис рождение Императора
# ----------------------------------------------------------------------------
#  116 / 215 Magistika.fb2
# ----------------------------------------------------------------------------
 1     36.745 | Furry                          | Магистика
 2      0.358 | Dor 3                          | Флаттершай в мэры
 3      0.341 | Powerful Darkness              | Кровь Пар Сталь
 4      0.339 | Хризолит                       | Эпоха полночных кошмаров
 5      0.336 | Лесси Форест                   | Хроники Роя
 6      0.335 | В облаках пушистых лапки       | Город на цепи
 7      0.325 | shadowiq                       | Новое начало
 8      0.319 | DarkKnight                     | Город Тысячи Мостов
 9      0.311 | Bf109                          | Авиация Эквестрии
10      0.297 | Romuald                        | Сказки небесного домика
11      0.296 | Violetmoon                     | Золотое солнышко
12      0.285 | Золотой камень                 | Одна под безмолвным небом
13      0.265 | Angelripper                    | Меткостиратели
14      0.254 | Золотой камень                 | Сборник омегаверс драбблов
15      0.253 | Дарий                          | Власть одного
16      0.251 | T 80U                          | Эквестрия 84
17      0.251 | Disen                          | Время любви
18       0.25 | Orc01                          | Спроси пустыню
19       0.24 | lividus                        | Сегодня они проснулись не в себе
20      0.236 | Dim                            | Сказка о том как умирают города государства
# ----------------------------------------------------------------------------
